scenario_id,split,context,description,emotion,gesture,motion,direction,missing_cues,intent,intent_code,action,action_code,intent_idx,intent_confidence,motion_idx,direction_idx,human_speed,human_is_moving,context_idx,action_idx,target_v,target_omega,target_d,target_linear_v,target_angular_w,target_comfort_d
14,train,classroom,Student raises both hands in frustration rigid posture standing,angry,both_hands_up,standing,stationary,,F07,F07,A08,A08,6,0.83,1,5,0.0,0.0,0,7,0.0,0.05,1.5,0.0,0.05,1.5
14,train,classroom,Student raises both hands in frustration rigid posture standing,angry,both_hands_up,standing,stationary,,F07,F07,A08,A08,6,0.86,1,5,0.0,0.0,0,7,0.0,0.05,1.5,0.0,0.05,1.5
14,train,classroom,Student raises both hands in frustration rigid posture standing,angry,both_hands_up,standing,stationary,context,F07,F07,A08,A08,6,0.95,1,5,0.0,0.0,2,7,0.0,0.05,1.5,0.0,0.05,1.5
15,train,classroom,Student crumples a worksheet and gives thumbs down with angry face seated,angry,thumbs_down,sitting,stationary,,F07,F07,A08,A08,6,0.95,0,5,0.0,0.0,0,7,0.0,0.05,1.5,0.0,0.05,1.5
15,train,classroom,Student crumples a worksheet and gives thumbs down with angry face seated,angry,thumbs_down,sitting,stationary,,F07,F07,A08,A08,6,0.66,0,5,0.0,0.0,0,7,0.0,0.05,1.5,0.0,0.05,1.5
15,train,classroom,Student crumples a worksheet and gives thumbs down with angry face seated,angry,thumbs_down,sitting,stationary,,F07,F07,A08,A08,6,0.91,0,5,0.0,0.0,0,7,0.0,0.05,1.5,0.0,0.05,1.5
15,train,classroom,Student crumples a worksheet and gives thumbs down with angry face seated,angry,thumbs_down,sitting,stationary,,F07,F07,A08,A08,6,0.78,0,5,0.0,0.0,0,7,0.0,0.05,1.5,0.0,0.05,1.5
15,train,classroom,Student crumples a worksheet and gives thumbs down with angry face seated,angry,thumbs_down,sitting,stationary,,F07,F07,A08,A08,6,0.94,0,5,0.0,0.0,0,7,0.0,0.05,1.5,0.0,0.05,1.5
15,train,classroom,Student crumples a worksheet and gives thumbs down with angry face seated,angry,thumbs_down,sitting,stationary,,F07,F07,A08,A08,6,0.91,0,5,0.0,0.0,0,7,0.0,0.05,1.5,0.0,0.05,1.5
15,train,classroom,Student crumples a worksheet and gives thumbs down with angry face seated,angry,thumbs_down,sitting,stationary,,F07,F07,A08,A08,6,0.73,0,5,0.0,0.0,0,7,0.0,0.05,1.5,0.0,0.05,1.5
16,train,classroom,Student pushes worksheet away gives thumbs down with disgusted face stepping back from desk,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.95,3,1,0.5,1.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
16,train,classroom,Student pushes worksheet away gives thumbs down with disgusted face stepping back from desk,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.83,3,1,0.39,1.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
16,train,classroom,Student pushes worksheet away gives thumbs down with disgusted face stepping back from desk,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.84,3,1,0.45,1.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
16,train,classroom,Student pushes worksheet away gives thumbs down with disgusted face stepping back from desk,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.67,3,1,0.35,1.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
16,train,classroom,Student pushes worksheet away gives thumbs down with disgusted face stepping back from desk,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.86,3,1,0.59,1.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
16,train,classroom,Student pushes worksheet away gives thumbs down with disgusted face stepping back from desk,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.82,3,1,0.51,1.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
16,train,classroom,Student pushes worksheet away gives thumbs down with disgusted face stepping back from desk,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.91,3,1,0.36,1.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
17,train,classroom,Student grimaces at a long assignment gives thumbs down slumping back in chair,disgust,thumbs_down,sitting,stationary,,F08,F08,A07,A07,7,0.95,0,5,0.0,0.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
17,train,classroom,Student grimaces at a long assignment gives thumbs down slumping back in chair,disgust,thumbs_down,sitting,stationary,,F08,F08,A07,A07,7,0.98,0,5,0.0,0.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
17,train,classroom,Student grimaces at a long assignment gives thumbs down slumping back in chair,disgust,thumbs_down,sitting,stationary,,F08,F08,A07,A07,7,0.77,0,5,0.0,0.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
17,train,classroom,Student grimaces at a long assignment gives thumbs down slumping back in chair,disgust,thumbs_down,sitting,stationary,,F08,F08,A07,A07,7,0.79,0,5,0.0,0.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
17,train,classroom,Student grimaces at a long assignment gives thumbs down slumping back in chair,disgust,thumbs_down,sitting,stationary,,F08,F08,A07,A07,7,0.84,0,5,0.0,0.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
17,train,classroom,Student grimaces at a long assignment gives thumbs down slumping back in chair,disgust,thumbs_down,sitting,stationary,,F08,F08,A07,A07,7,0.72,0,5,0.0,0.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
17,train,classroom,Student grimaces at a long assignment gives thumbs down slumping back in chair,disgust,thumbs_down,sitting,stationary,,F08,F08,A07,A07,7,0.92,0,5,0.0,0.0,0,6,0.0,0.0,1.2,0.0,0.0,1.2
19,train,classroom,Student packs bag and waves briefly with neutral face heading toward the door,neutral,wave,walking,toward_exit,,F01,F01,A10,A10,0,0.95,2,3,0.8,1.0,0,9,0.0,0.0,1.5,0.0,0.0,1.5
19,train,classroom,Student packs bag and waves briefly with neutral face heading toward the door,neutral,wave,walking,toward_exit,,F01,F01,A10,A10,0,0.74,2,3,0.93,1.0,0,9,0.0,0.0,1.5,0.0,0.0,1.5
19,train,classroom,Student packs bag and waves briefly with neutral face heading toward the door,neutral,wave,walking,toward_exit,,F01,F01,A10,A10,0,0.89,2,3,0.79,1.0,0,9,0.0,0.0,1.5,0.0,0.0,1.5
19,train,classroom,Student packs bag and waves briefly with neutral face heading toward the door,neutral,wave,walking,toward_exit,,F01,F01,A10,A10,0,0.92,2,3,0.7,1.0,0,9,0.0,0.0,1.5,0.0,0.0,1.5
19,train,classroom,Student packs bag and waves briefly with neutral face heading toward the door,neutral,wave,walking,toward_exit,,F01,F01,A10,A10,0,0.79,2,3,0.84,1.0,0,9,0.0,0.0,1.5,0.0,0.0,1.5
19,train,classroom,Student packs bag and waves briefly with neutral face heading toward the door,neutral,wave,walking,toward_exit,,F01,F01,A10,A10,0,0.79,2,3,0.74,1.0,0,9,0.0,0.0,1.5,0.0,0.0,1.5
19,train,classroom,Student packs bag and waves briefly with neutral face heading toward the door,neutral,wave,walking,toward_exit,,F01,F01,A10,A10,0,0.82,2,3,0.94,1.0,0,9,0.0,0.0,1.5,0.0,0.0,1.5
20,train,classroom,Student pushes assignment aside and rests head on desk sad no gesture motionless,sad,none,sitting,stationary,,F09,F09,A12,A12,8,0.95,0,5,0.0,0.0,0,11,0.0,0.0,1.0,0.0,0.0,1.0
20,train,classroom,Student pushes assignment aside and rests head on desk sad no gesture motionless,sad,none,sitting,stationary,,F09,F09,A12,A12,8,0.88,0,5,0.0,0.0,0,11,0.0,0.0,1.0,0.0,0.0,1.0
20,train,classroom,Student pushes assignment aside and rests head on desk sad no gesture motionless,sad,none,sitting,stationary,,F09,F09,A12,A12,8,0.7,0,5,0.0,0.0,0,11,0.0,0.0,1.0,0.0,0.0,1.0
20,train,classroom,Student pushes assignment aside and rests head on desk sad no gesture motionless,sad,none,sitting,stationary,,F09,F09,A12,A12,8,0.98,0,5,0.0,0.0,0,11,0.0,0.0,1.0,0.0,0.0,1.0
20,train,classroom,Student pushes assignment aside and rests head on desk sad no gesture motionless,sad,none,sitting,stationary,,F09,F09,A12,A12,8,0.75,0,5,0.0,0.0,0,11,0.0,0.0,1.0,0.0,0.0,1.0
20,train,classroom,Student pushes assignment aside and rests head on desk sad no gesture motionless,sad,none,sitting,stationary,context,F09,F09,A12,A12,8,0.77,0,5,0.0,0.0,2,11,0.0,0.0,1.0,0.0,0.0,1.0
20,train,classroom,Student pushes assignment aside and rests head on desk sad no gesture motionless,sad,none,sitting,stationary,,F09,F09,A12,A12,8,0.65,0,5,0.0,0.0,0,11,0.0,0.0,1.0,0.0,0.0,1.0
21,train,classroom,Student stands by desk staring at a failed test sad arms hanging no gesture,sad,none,standing,stationary,,F09,F09,A12,A12,8,0.95,1,5,0.0,0.0,0,11,0.0,0.0,1.0,0.0,0.0,1.0
21,train,classroom,Student stands by desk staring at a failed test sad arms hanging no gesture,sad,none,standing,stationary,,F09,F09,A12,A12,8,0.88,1,5,0.0,0.0,0,11,0.0,0.0,1.0,0.0,0.0,1.0
21,train,classroom,Student stands by desk staring at a failed test sad arms hanging no gesture,sad,none,standing,stationary,,F09,F09,A12,A12,8,0.97,1,5,0.0,0.0,0,11,0.0,0.0,1.0,0.0,0.0,1.0
21,train,classroom,Student stands by desk staring at a failed test sad arms hanging no gesture,sad,none,standing,stationary,context,F09,F09,A12,A12,8,0.78,1,5,0.0,0.0,2,11,0.0,0.0,1.0,0.0,0.0,1.0
21,train,classroom,Student stands by desk staring at a failed test sad arms hanging no gesture,sad,none,standing,stationary,,F09,F09,A12,A12,8,0.93,1,5,0.0,0.0,0,11,0.0,0.0,1.0,0.0,0.0,1.0
21,train,classroom,Student stands by desk staring at a failed test sad arms hanging no gesture,sad,none,standing,stationary,,F09,F09,A12,A12,8,0.76,1,5,0.0,0.0,0,11,0.0,0.0,1.0,0.0,0.0,1.0
21,train,classroom,Student stands by desk staring at a failed test sad arms hanging no gesture,sad,none,standing,stationary,,F09,F09,A12,A12,8,0.74,1,5,0.0,0.0,0,11,0.0,0.0,1.0,0.0,0.0,1.0
32,train,kitchen,Cook tastes finished dish smiles gives thumbs up standing still,happy,thumbs_up,standing,stationary,,F01,F01,A01,A01,0,0.95,1,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
32,train,kitchen,Cook tastes finished dish smiles gives thumbs up standing still,happy,thumbs_up,standing,stationary,,F01,F01,A01,A01,0,0.96,1,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
32,train,kitchen,Cook tastes finished dish smiles gives thumbs up standing still,happy,thumbs_up,standing,stationary,,F01,F01,A01,A01,0,0.96,1,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
32,train,kitchen,Cook tastes finished dish smiles gives thumbs up standing still,happy,thumbs_up,standing,stationary,,F01,F01,A01,A01,0,0.73,1,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
32,train,kitchen,Cook tastes finished dish smiles gives thumbs up standing still,happy,thumbs_up,standing,stationary,,F01,F01,A01,A01,0,0.93,1,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
32,train,kitchen,Cook tastes finished dish smiles gives thumbs up standing still,happy,thumbs_up,standing,stationary,,F01,F01,A01,A01,0,0.9,1,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
32,train,kitchen,Cook tastes finished dish smiles gives thumbs up standing still,happy,thumbs_up,standing,stationary,,F01,F01,A01,A01,0,0.8,1,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
33,train,kitchen,Person gives thumbs down while smiling and shaking head playfully family tasting game,happy,thumbs_down,standing,stationary,,F01,F01,A01,A01,0,0.95,1,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
33,train,kitchen,Person gives thumbs down while smiling and shaking head playfully family tasting game,happy,thumbs_down,standing,stationary,,F01,F01,A01,A01,0,0.89,1,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
33,train,kitchen,Person gives thumbs down while smiling and shaking head playfully family tasting game,happy,thumbs_down,standing,stationary,,F01,F01,A01,A01,0,0.88,1,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
33,train,kitchen,Person gives thumbs down while smiling and shaking head playfully family tasting game,happy,thumbs_down,standing,stationary,context,F01,F01,A01,A01,0,0.74,1,5,0.0,0.0,2,0,0.0,0.0,1.0,0.0,0.0,1.0
33,train,kitchen,Person gives thumbs down while smiling and shaking head playfully family tasting game,happy,thumbs_down,standing,stationary,context,F01,F01,A01,A01,0,0.84,1,5,0.0,0.0,2,0,0.0,0.0,1.0,0.0,0.0,1.0
33,train,kitchen,Person gives thumbs down while smiling and shaking head playfully family tasting game,happy,thumbs_down,standing,stationary,,F01,F01,A01,A01,0,0.74,1,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
33,train,kitchen,Person gives thumbs down while smiling and shaking head playfully family tasting game,happy,thumbs_down,standing,stationary,,F01,F01,A01,A01,0,0.69,1,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
34,train,kitchen,Person extends both hands out to signal stop and runs back from smoke at stove,fear,both_hands_up,stepping_back,away_from_robot,,F02,F02,A02,A02,1,0.95,3,1,0.5,1.0,1,1,0.0,0.0,2.0,0.0,0.0,2.0
34,train,kitchen,Person extends both hands out to signal stop and runs back from smoke at stove,fear,both_hands_up,stepping_back,away_from_robot,,F02,F02,A02,A02,1,0.96,3,1,0.59,1.0,1,1,0.0,0.0,2.0,0.0,0.0,2.0
34,train,kitchen,Person extends both hands out to signal stop and runs back from smoke at stove,fear,both_hands_up,stepping_back,away_from_robot,context,F02,F02,A02,A02,1,0.87,3,1,0.61,1.0,2,1,0.0,0.0,2.0,0.0,0.0,2.0
34,train,kitchen,Person extends both hands out to signal stop and runs back from smoke at stove,fear,both_hands_up,stepping_back,away_from_robot,,F02,F02,A02,A02,1,0.88,3,1,0.47,1.0,1,1,0.0,0.0,2.0,0.0,0.0,2.0
34,train,kitchen,Person extends both hands out to signal stop and runs back from smoke at stove,fear,both_hands_up,stepping_back,away_from_robot,,F02,F02,A02,A02,1,0.71,3,1,0.63,1.0,1,1,0.0,0.0,2.0,0.0,0.0,2.0
34,train,kitchen,Person extends both hands out to signal stop and runs back from smoke at stove,fear,both_hands_up,stepping_back,away_from_robot,context,F02,F02,A02,A02,1,0.97,3,1,0.4,1.0,2,1,0.0,0.0,2.0,0.0,0.0,2.0
34,train,kitchen,Person extends both hands out to signal stop and runs back from smoke at stove,fear,both_hands_up,stepping_back,away_from_robot,,F02,F02,A02,A02,1,0.95,3,1,0.35,1.0,1,1,0.0,0.0,2.0,0.0,0.0,2.0
35,train,kitchen,Person touches hot pan startled throws both hands up and steps back,surprise,both_hands_up,stepping_back,away_from_robot,,F02,F02,A02,A02,1,0.95,3,1,0.5,1.0,1,1,0.0,0.0,2.0,0.0,0.0,2.0
35,train,kitchen,Person touches hot pan startled throws both hands up and steps back,surprise,both_hands_up,stepping_back,away_from_robot,,F02,F02,A02,A02,1,0.72,3,1,0.6,1.0,1,1,0.0,0.0,2.0,0.0,0.0,2.0
35,train,kitchen,Person touches hot pan startled throws both hands up and steps back,surprise,both_hands_up,stepping_back,away_from_robot,,F02,F02,A02,A02,1,0.96,3,1,0.36,1.0,1,1,0.0,0.0,2.0,0.0,0.0,2.0
35,train,kitchen,Person touches hot pan startled throws both hands up and steps back,surprise,both_hands_up,stepping_back,away_from_robot,,F02,F02,A02,A02,1,0.91,3,1,0.54,1.0,1,1,0.0,0.0,2.0,0.0,0.0,2.0
35,train,kitchen,Person touches hot pan startled throws both hands up and steps back,surprise,both_hands_up,stepping_back,away_from_robot,,F02,F02,A02,A02,1,0.67,3,1,0.62,1.0,1,1,0.0,0.0,2.0,0.0,0.0,2.0
35,train,kitchen,Person touches hot pan startled throws both hands up and steps back,surprise,both_hands_up,stepping_back,away_from_robot,,F02,F02,A02,A02,1,0.67,3,1,0.64,1.0,1,1,0.0,0.0,2.0,0.0,0.0,2.0
35,train,kitchen,Person touches hot pan startled throws both hands up and steps back,surprise,both_hands_up,stepping_back,away_from_robot,,F02,F02,A02,A02,1,0.85,3,1,0.63,1.0,1,1,0.0,0.0,2.0,0.0,0.0,2.0
36,train,kitchen,Person beckons robot toward stove with neutral face while walking there,neutral,beckoning,walking,toward_object,,F03,F03,A04,A04,2,0.95,2,2,0.8,1.0,1,3,0.3,0.2,0.8,0.3,0.2,0.8
36,train,kitchen,Person beckons robot toward stove with neutral face while walking there,neutral,beckoning,walking,toward_object,,F03,F03,A04,A04,2,0.69,2,2,0.86,1.0,1,3,0.3,0.2,0.8,0.3,0.2,0.8
36,train,kitchen,Person beckons robot toward stove with neutral face while walking there,neutral,beckoning,walking,toward_object,,F03,F03,A04,A04,2,0.93,2,2,0.72,1.0,1,3,0.3,0.2,0.8,0.3,0.2,0.8
36,train,kitchen,Person beckons robot toward stove with neutral face while walking there,neutral,beckoning,walking,toward_object,,F03,F03,A04,A04,2,0.67,2,2,0.73,1.0,1,3,0.3,0.2,0.8,0.3,0.2,0.8
36,train,kitchen,Person beckons robot toward stove with neutral face while walking there,neutral,beckoning,walking,toward_object,,F03,F03,A04,A04,2,0.99,2,2,0.87,1.0,1,3,0.3,0.2,0.8,0.3,0.2,0.8
36,train,kitchen,Person beckons robot toward stove with neutral face while walking there,neutral,beckoning,walking,toward_object,,F03,F03,A04,A04,2,0.92,2,2,0.9,1.0,1,3,0.3,0.2,0.8,0.3,0.2,0.8
36,train,kitchen,Person beckons robot toward stove with neutral face while walking there,neutral,beckoning,walking,toward_object,,F03,F03,A04,A04,2,0.98,2,2,0.92,1.0,1,3,0.3,0.2,0.8,0.3,0.2,0.8
37,train,kitchen,Person points at a shelf while walking toward it neutral face,neutral,point,walking,toward_object,,F03,F03,A13,A13,2,0.95,2,2,0.8,1.0,1,12,0.4,0.2,1.0,0.4,0.2,1.0
37,train,kitchen,Person points at a shelf while walking toward it neutral face,neutral,point,walking,toward_object,,F03,F03,A13,A13,2,0.86,2,2,0.78,1.0,1,12,0.4,0.2,1.0,0.4,0.2,1.0
37,train,kitchen,Person points at a shelf while walking toward it neutral face,neutral,point,walking,toward_object,context,F03,F03,A13,A13,2,0.69,2,2,0.82,1.0,2,12,0.4,0.2,1.0,0.4,0.2,1.0
37,train,kitchen,Person points at a shelf while walking toward it neutral face,neutral,point,walking,toward_object,,F03,F03,A13,A13,2,0.79,2,2,0.74,1.0,1,12,0.4,0.2,1.0,0.4,0.2,1.0
37,train,kitchen,Person points at a shelf while walking toward it neutral face,neutral,point,walking,toward_object,context,F03,F03,A13,A13,2,0.99,2,2,0.7,1.0,2,12,0.4,0.2,1.0,0.4,0.2,1.0
37,train,kitchen,Person points at a shelf while walking toward it neutral face,neutral,point,walking,toward_object,context,F03,F03,A13,A13,2,0.95,2,2,0.89,1.0,2,12,0.4,0.2,1.0,0.4,0.2,1.0
37,train,kitchen,Person points at a shelf while walking toward it neutral face,neutral,point,walking,toward_object,,F03,F03,A13,A13,2,0.65,2,2,0.87,1.0,1,12,0.4,0.2,1.0,0.4,0.2,1.0
38,train,kitchen,Person slumped against counter sad barely moving gives weak thumbs down,sad,thumbs_down,sitting,stationary,,F04,F04,A05,A05,3,0.95,0,5,0.0,0.0,1,4,0.0,0.1,1.0,0.0,0.1,1.0
38,train,kitchen,Person slumped against counter sad barely moving gives weak thumbs down,sad,thumbs_down,sitting,stationary,,F04,F04,A05,A05,3,0.98,0,5,0.0,0.0,1,4,0.0,0.1,1.0,0.0,0.1,1.0
38,train,kitchen,Person slumped against counter sad barely moving gives weak thumbs down,sad,thumbs_down,sitting,stationary,context,F04,F04,A05,A05,3,0.9,0,5,0.0,0.0,2,4,0.0,0.1,1.0,0.0,0.1,1.0
38,train,kitchen,Person slumped against counter sad barely moving gives weak thumbs down,sad,thumbs_down,sitting,stationary,,F04,F04,A05,A05,3,0.67,0,5,0.0,0.0,1,4,0.0,0.1,1.0,0.0,0.1,1.0
38,train,kitchen,Person slumped against counter sad barely moving gives weak thumbs down,sad,thumbs_down,sitting,stationary,,F04,F04,A05,A05,3,0.75,0,5,0.0,0.0,1,4,0.0,0.1,1.0,0.0,0.1,1.0
38,train,kitchen,Person slumped against counter sad barely moving gives weak thumbs down,sad,thumbs_down,sitting,stationary,,F04,F04,A05,A05,3,0.76,0,5,0.0,0.0,1,4,0.0,0.1,1.0,0.0,0.1,1.0
38,train,kitchen,Person slumped against counter sad barely moving gives weak thumbs down,sad,thumbs_down,sitting,stationary,,F04,F04,A05,A05,3,0.68,0,5,0.0,0.0,1,4,0.0,0.1,1.0,0.0,0.1,1.0
39,train,kitchen,Person beckons robot with tired sad face while standing over dirty dishes,sad,beckoning,standing,stationary,,F04,F04,A05,A05,3,0.95,1,5,0.0,0.0,1,4,0.0,0.1,1.0,0.0,0.1,1.0
39,train,kitchen,Person beckons robot with tired sad face while standing over dirty dishes,sad,beckoning,standing,stationary,context,F04,F04,A05,A05,3,0.66,1,5,0.0,0.0,2,4,0.0,0.1,1.0,0.0,0.1,1.0
39,train,kitchen,Person beckons robot with tired sad face while standing over dirty dishes,sad,beckoning,standing,stationary,context,F04,F04,A05,A05,3,0.99,1,5,0.0,0.0,2,4,0.0,0.1,1.0,0.0,0.1,1.0
39,train,kitchen,Person beckons robot with tired sad face while standing over dirty dishes,sad,beckoning,standing,stationary,,F04,F04,A05,A05,3,0.88,1,5,0.0,0.0,1,4,0.0,0.1,1.0,0.0,0.1,1.0
39,train,kitchen,Person beckons robot with tired sad face while standing over dirty dishes,sad,beckoning,standing,stationary,,F04,F04,A05,A05,3,0.77,1,5,0.0,0.0,1,4,0.0,0.1,1.0,0.0,0.1,1.0
39,train,kitchen,Person beckons robot with tired sad face while standing over dirty dishes,sad,beckoning,standing,stationary,,F04,F04,A05,A05,3,0.96,1,5,0.0,0.0,1,4,0.0,0.1,1.0,0.0,0.1,1.0
39,train,kitchen,Person beckons robot with tired sad face while standing over dirty dishes,sad,beckoning,standing,stationary,,F04,F04,A05,A05,3,0.99,1,5,0.0,0.0,1,4,0.0,0.1,1.0,0.0,0.1,1.0
40,train,kitchen,Person chops vegetables with neutral focus back to robot pointing at ingredients,neutral,none,standing,stationary,,F05,F05,A06,A06,4,0.95,1,5,0.0,0.0,1,5,0.0,0.0,1.5,0.0,0.0,1.5
40,train,kitchen,Person chops vegetables with neutral focus back to robot pointing at ingredients,neutral,none,standing,stationary,,F05,F05,A06,A06,4,0.93,1,5,0.0,0.0,1,5,0.0,0.0,1.5,0.0,0.0,1.5
40,train,kitchen,Person chops vegetables with neutral focus back to robot pointing at ingredients,neutral,none,standing,stationary,,F05,F05,A06,A06,4,0.82,1,5,0.0,0.0,1,5,0.0,0.0,1.5,0.0,0.0,1.5
40,train,kitchen,Person chops vegetables with neutral focus back to robot pointing at ingredients,neutral,none,standing,stationary,,F05,F05,A06,A06,4,0.72,1,5,0.0,0.0,1,5,0.0,0.0,1.5,0.0,0.0,1.5
40,train,kitchen,Person chops vegetables with neutral focus back to robot pointing at ingredients,neutral,none,standing,stationary,,F05,F05,A06,A06,4,0.81,1,5,0.0,0.0,1,5,0.0,0.0,1.5,0.0,0.0,1.5
40,train,kitchen,Person chops vegetables with neutral focus back to robot pointing at ingredients,neutral,none,standing,stationary,,F05,F05,A06,A06,4,0.82,1,5,0.0,0.0,1,5,0.0,0.0,1.5,0.0,0.0,1.5
40,train,kitchen,Person chops vegetables with neutral focus back to robot pointing at ingredients,neutral,none,standing,stationary,,F05,F05,A06,A06,4,0.66,1,5,0.0,0.0,1,5,0.0,0.0,1.5,0.0,0.0,1.5
41,train,kitchen,Person wipes hands on apron neutral glancing around transition between tasks,neutral,none,standing,stationary,,F05,F05,A06,A06,4,0.95,1,5,0.0,0.0,1,5,0.0,0.0,1.5,0.0,0.0,1.5
41,train,kitchen,Person wipes hands on apron neutral glancing around transition between tasks,neutral,none,standing,stationary,,F05,F05,A06,A06,4,0.65,1,5,0.0,0.0,1,5,0.0,0.0,1.5,0.0,0.0,1.5
41,train,kitchen,Person wipes hands on apron neutral glancing around transition between tasks,neutral,none,standing,stationary,,F05,F05,A06,A06,4,0.85,1,5,0.0,0.0,1,5,0.0,0.0,1.5,0.0,0.0,1.5
41,train,kitchen,Person wipes hands on apron neutral glancing around transition between tasks,neutral,none,standing,stationary,,F05,F05,A06,A06,4,0.67,1,5,0.0,0.0,1,5,0.0,0.0,1.5,0.0,0.0,1.5
41,train,kitchen,Person wipes hands on apron neutral glancing around transition between tasks,neutral,none,standing,stationary,,F05,F05,A06,A06,4,0.77,1,5,0.0,0.0,1,5,0.0,0.0,1.5,0.0,0.0,1.5
41,train,kitchen,Person wipes hands on apron neutral glancing around transition between tasks,neutral,none,standing,stationary,,F05,F05,A06,A06,4,0.85,1,5,0.0,0.0,1,5,0.0,0.0,1.5,0.0,0.0,1.5
41,train,kitchen,Person wipes hands on apron neutral glancing around transition between tasks,neutral,none,standing,stationary,context,F05,F05,A06,A06,4,0.71,1,5,0.0,0.0,2,5,0.0,0.0,1.5,0.0,0.0,1.5
42,train,kitchen,Person pushes robot aside with disgusted face pointing away stepping back,disgust,point,stepping_back,away_from_robot,,F06,F06,A11,A11,5,0.95,3,1,0.5,1.0,1,10,0.3,0.5,0.5,0.3,0.5,0.5
42,train,kitchen,Person pushes robot aside with disgusted face pointing away stepping back,disgust,point,stepping_back,away_from_robot,,F06,F06,A11,A11,5,0.71,3,1,0.47,1.0,1,10,0.3,0.5,0.5,0.3,0.5,0.5
42,train,kitchen,Person pushes robot aside with disgusted face pointing away stepping back,disgust,point,stepping_back,away_from_robot,,F06,F06,A11,A11,5,0.8,3,1,0.37,1.0,1,10,0.3,0.5,0.5,0.3,0.5,0.5
42,train,kitchen,Person pushes robot aside with disgusted face pointing away stepping back,disgust,point,stepping_back,away_from_robot,,F06,F06,A11,A11,5,0.71,3,1,0.63,1.0,1,10,0.3,0.5,0.5,0.3,0.5,0.5
42,train,kitchen,Person pushes robot aside with disgusted face pointing away stepping back,disgust,point,stepping_back,away_from_robot,,F06,F06,A11,A11,5,0.78,3,1,0.46,1.0,1,10,0.3,0.5,0.5,0.3,0.5,0.5
42,train,kitchen,Person pushes robot aside with disgusted face pointing away stepping back,disgust,point,stepping_back,away_from_robot,,F06,F06,A11,A11,5,0.83,3,1,0.6,1.0,1,10,0.3,0.5,0.5,0.3,0.5,0.5
42,train,kitchen,Person pushes robot aside with disgusted face pointing away stepping back,disgust,point,stepping_back,away_from_robot,context,F06,F06,A11,A11,5,0.89,3,1,0.58,1.0,2,10,0.3,0.5,0.5,0.3,0.5,0.5
43,train,kitchen,Person carrying hot pot with both hands walks toward robot in galley aisle no gesture,neutral,MISSING,walking,toward_robot,gesture,F06,F06,A11,A11,5,0.95,2,0,0.8,1.0,1,10,0.3,0.5,0.5,0.3,0.5,0.5
43,train,kitchen,Person carrying hot pot with both hands walks toward robot in galley aisle no gesture,neutral,MISSING,walking,toward_robot,gesture,F06,F06,A11,A11,5,0.85,2,0,0.74,1.0,1,10,0.3,0.5,0.5,0.3,0.5,0.5
43,train,kitchen,Person carrying hot pot with both hands walks toward robot in galley aisle no gesture,neutral,MISSING,walking,toward_robot,gesture,F06,F06,A11,A11,5,0.78,2,0,0.74,1.0,1,10,0.3,0.5,0.5,0.3,0.5,0.5
43,train,kitchen,Person carrying hot pot with both hands walks toward robot in galley aisle no gesture,neutral,MISSING,walking,toward_robot,gesture,F06,F06,A11,A11,5,0.8,2,0,0.71,1.0,1,10,0.3,0.5,0.5,0.3,0.5,0.5
