clip_id,context,scenario_dir,v3_row,intent,action,split_design,filepath,view,width,height,fps,n_frames,duration_s,bytes,sha256,source,old_clip_id,old_filepath,old_scenario_id,recorded_at,person_id,take_index,emotion_v3,gesture_v3,motion_v3,missing_v3,gt_emotion,context_masked,emotion_masked,gesture_masked,motion_masked,derived_from_row,derived_from_clip_id,dup_of,usable,exclude_kind,exclude_reason,scoreable,caveat,scenario_desc
S14_F07_c027,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c027.mp4,realsense_480p,640,480,15,89,5.933,688207,2b6d41766b153b92a17be69bf301794e096841f3e73d319979083886a23126c4,curated_clip,S05_F02_c033,classroom/S14_F07/S05_F02_c033.mp4,S05_F02,,P03,26,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c028,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c028.mp4,realsense_480p,640,480,15,84,5.6,706078,bc440ad18d140229e53f446cfbedff02fee09089a608ceea98a5fc9e726353a1,curated_clip,S05_F02_c034,classroom/S14_F07/S05_F02_c034.mp4,S05_F02,,P02,27,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c029,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c029.mp4,realsense_480p,640,480,15,83,5.533,604873,2827ddedf32b00a6c96cf0e2b0d9c5966f34e790a763e49b079a4f4f58f7a7d2,curated_clip,S05_F02_c035,classroom/S14_F07/S05_F02_c035.mp4,S05_F02,,P02,28,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c030,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c030.mp4,realsense_480p,640,480,15,84,5.6,602348,e37d5aee409deef936c50f2972f87edb8771490f8dd58131cccd839cd84b03b8,curated_clip,S05_F02_c036,classroom/S14_F07/S05_F02_c036.mp4,S05_F02,,P02,29,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c031,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c031.mp4,realsense_480p,640,480,15,85,5.667,603390,e079ab6ffe0013a77911a48e12a77515351b86f473b235b4c1ad1915723d08a0,curated_clip,S05_F02_c037,classroom/S14_F07/S05_F02_c037.mp4,S05_F02,,P02,30,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c032,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c032.mp4,realsense_480p,640,480,15,81,5.4,494945,ce62e20334f4f0306eede11a47f7b355d835afc46bc49a6b41a99a85c424b0f3,curated_clip,S05_F02_c038,classroom/S14_F07/S05_F02_c038.mp4,S05_F02,,P02,31,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c033,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c033.mp4,realsense_480p,640,480,15,95,6.333,540050,d04d35214092b2c4d8d3715ae0cc32a17e23569ec34f2953dff2539f2e20603f,curated_clip,S05_F02_c039,classroom/S14_F07/S05_F02_c039.mp4,S05_F02,,P02,32,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c034,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c034.mp4,realsense_480p,640,480,15,77,5.133,614771,debaab541057aebe71692fd25cb4352fd07ccfbc7fff3d73bd38ee5af58a2359,curated_clip,S05_F02_c004,classroom/S14_F07/S05_F02_c004.mp4,S05_F02,,P06,33,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c035,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c035.mp4,realsense_480p,640,480,15,90,6,578631,f2f5ed73b07d9a631ede654961a023813d1cdf2054a3188b0c484c6550205c40,curated_clip,S05_F02_c042,classroom/S14_F07/S05_F02_c042.mp4,S05_F02,,P06,34,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c036,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c036.mp4,realsense_480p,640,480,15,85,5.667,657115,a79a52f67be25d6a0d5bad6ac9fbfe277862cab35400e8a141f8cb871adff897,curated_clip,S05_F02_c043,classroom/S14_F07/S05_F02_c043.mp4,S05_F02,,P03,35,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c037,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c037.mp4,realsense_480p,640,480,15,82,5.467,572156,b1ad257d9d5e5f1b9c02334e70d76349cab8b97f11ea7aae4281e37b0dfcb2c1,curated_clip,S05_F02_c044,classroom/S14_F07/S05_F02_c044.mp4,S05_F02,,P03,36,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c038,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c038.mp4,realsense_480p,640,480,15,88,5.867,535329,a6c4ba821aa336a238ef18e7165092c7f9d247c2c8f244904f9f9b6a07848df0,curated_clip,S05_F02_c045,classroom/S14_F07/S05_F02_c045.mp4,S05_F02,,P03,37,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c039,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c039.mp4,realsense_480p,640,480,15,87,5.8,631018,c4c5fa0889e91a297dcdf9f202d6f50adaf08c6052a6110caa1e1dbb6d4e140b,curated_clip,S05_F02_c046,classroom/S14_F07/S05_F02_c046.mp4,S05_F02,,P03,38,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c040,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c040.mp4,realsense_480p,640,480,15,100,6.667,627972,16d6291840da8dc20345c0dfeaff7cdaef4c0aa1a934d7345e3f46af31c13a2f,curated_clip,S05_F02_c047,classroom/S14_F07/S05_F02_c047.mp4,S05_F02,,P03,39,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c041,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c041.mp4,realsense_480p,640,480,15,82,5.467,580245,fbce29246b2f75b79a7a614769cfc60458b8e8a12088de884b94469c41ddc9c2,curated_clip,S05_F02_c048,classroom/S14_F07/S05_F02_c048.mp4,S05_F02,,P01,40,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c042,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c042.mp4,realsense_480p,640,480,15,74,4.933,497109,a1d8fc4f1c622fcc86ab381c1a634b1328b8bafde86ca14bc434dad6f10b1d05,curated_clip,S05_F02_c049,classroom/S14_F07/S05_F02_c049.mp4,S05_F02,,P01,41,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c043,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c043.mp4,realsense_480p,640,480,15,80,5.333,506875,6ce75ef5dcda6fce3e108c7861c7049909137f8aff854e6ff57be0bc4a1514fb,curated_clip,S05_F02_c050,classroom/S14_F07/S05_F02_c050.mp4,S05_F02,,P01,42,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c044,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c044.mp4,realsense_480p,640,480,15,81,5.4,592896,0e934469a50592346e80babc11b8053dd439676f14210bc5d442f1d56a2e33be,curated_clip,S05_F02_c005,classroom/S14_F07/S05_F02_c005.mp4,S05_F02,,P06,43,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c045,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c045.mp4,realsense_480p,640,480,15,76,5.067,490466,a9f92722202cceb68a2a297604d15cf48eaf00c8a935e61dc90acc0eb20c0f94,curated_clip,S05_F02_c006,classroom/S14_F07/S05_F02_c006.mp4,S05_F02,,P06,44,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c046,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c046.mp4,realsense_480p,640,480,15,89,5.933,660736,b575d1a99255bbd203dbc5b0c67e982be216b8b8cca036f46afb9b6bc73be4c7,curated_clip,S05_F02_c007,classroom/S14_F07/S05_F02_c007.mp4,S05_F02,,P03,45,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c047,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c047.mp4,realsense_480p,640,480,15,82,5.467,573234,d0624defebf366184029f75f2d818b24b6ccb53d5cdd1676ea0e110caeb7f0c7,curated_clip,S05_F02_c008,classroom/S14_F07/S05_F02_c008.mp4,S05_F02,,P03,46,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S14_F07_c048,classroom,S14_F07,14,F07,A08,train,classroom/S14_F07/S14_F07_c048.mp4,realsense_480p,640,480,15,86,5.733,580063,363b2a73bd9d75e12479f2278c19639d0d4dc385fa09901ed74294f9d7c29d5a,curated_clip,S05_F02_c009,classroom/S14_F07/S05_F02_c009.mp4,S05_F02,,P03,47,angry,both hands up,stand,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student raises both hands in frustration, rigid posture, standing."
S15_F07_c001,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c001.MOV,phone_4k,3840,2160,30,165,5.5,31408181,b147d4e9f2cea26546ce2ae9722767e5a1f5aa2b679a5c5ad32a101b4e87b68f,raw_take_20260725,2026_07_25_14_55_51_IMG_6247,classroom/S15_F07/2026_07_25_14_55_51_IMG_6247.MOV,,2026-07-25T14:55:51,P01,0,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c002,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c002.mp4,phone_1080p,1920,1080,29.991,164,5.468,5337717,959a8f7bb17cf2308a28549a98f60414242755ec05d224dddc91ea6f171420e8,raw_take_20260725,2026_07_25_14_55_51_IMG_5902,classroom/S15_F07/2026_07_25_14_55_51_IMG_5902.mp4,,2026-07-25T14:55:51,P01,0,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c003,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c003.MOV,phone_4k,3840,2160,30,176,5.867,33701976,872e82fd9cac97787cc02814b095471c5ee2d037aca190400f2d096a62644189,raw_take_20260725,2026_07_25_15_18_56_IMG_6300,classroom/S15_F07/2026_07_25_15_18_56_IMG_6300.MOV,,2026-07-25T15:18:56,P04,1,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c004,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c004.mp4,phone_1080p,1920,1080,29.991,165,5.502,5932802,e2b27facd4a187ada062c0da72b2f40ccf7a55f2803b0ffa5aeddd3f3298b132,raw_take_20260725,2026_07_25_15_18_56_IMG_5954,classroom/S15_F07/2026_07_25_15_18_56_IMG_5954.mp4,,2026-07-25T15:18:56,P04,1,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c005,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c005.MOV,phone_4k,3840,2160,30,176,5.867,33743301,b6b73a01809546301ed2fa05605e9d717aea79675421516075d91ef4e8e8a31a,raw_take_20260725,2026_07_25_15_19_10_IMG_6301,classroom/S15_F07/2026_07_25_15_19_10_IMG_6301.MOV,,2026-07-25T15:19:10,P04,2,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c006,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c006.mp4,phone_1080p,1920,1080,29.991,163,5.435,5742356,f7d7a602efb5487e9aeb32a374146a678a0b686e32bbd3bc5da2daeb0220b9c0,raw_take_20260725,2026_07_25_15_19_10_IMG_5955,classroom/S15_F07/2026_07_25_15_19_10_IMG_5955.mp4,,2026-07-25T15:19:10,P04,2,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c007,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c007.MOV,phone_4k,3840,2160,30,178,5.933,34080339,a16a731a5b5f32d036a228f688450f3aebcd19cfbcca6c66cc88fe7bce35ac8a,raw_take_20260725,2026_07_25_15_19_19_IMG_6302,classroom/S15_F07/2026_07_25_15_19_19_IMG_6302.MOV,,2026-07-25T15:19:19,P04,3,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c008,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c008.mp4,phone_1080p,1920,1080,29.991,166,5.535,6010090,40e9b0d92594b669664f54ced19989ed9dfd29f128fb2bd465d1860bb0eb504e,raw_take_20260725,2026_07_25_15_19_20_IMG_5956,classroom/S15_F07/2026_07_25_15_19_20_IMG_5956.mp4,,2026-07-25T15:19:20,P04,3,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c009,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c009.MOV,phone_4k,3840,2160,30,167,5.567,31859885,b9d496c6e97a2f00c6b9313ef421a24fecb58c3490b7a52d86e68d137a6f122e,raw_take_20260725,2026_07_25_15_25_25_IMG_6323,classroom/S15_F07/2026_07_25_15_25_25_IMG_6323.MOV,,2026-07-25T15:25:25,P06,4,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c010,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c010.mp4,phone_1080p,1920,1080,29.991,163,5.435,5966092,82aafa190932f19661255d8471b054f48ed9f8e540d1a46a8765a87ac0b383a5,raw_take_20260725,2026_07_25_15_25_25_IMG_5977,classroom/S15_F07/2026_07_25_15_25_25_IMG_5977.mp4,,2026-07-25T15:25:25,P06,4,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c011,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c011.MOV,phone_4k,3840,2160,30,174,5.8,32835558,2cccc902c29188f0ba590a7777bbc61e0f9c0e103713a3b1c8c40ac4836f3930,raw_take_20260725,2026_07_25_15_25_35_IMG_6324,classroom/S15_F07/2026_07_25_15_25_35_IMG_6324.MOV,,2026-07-25T15:25:35,P06,5,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c012,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c012.mp4,phone_1080p,1920,1080,29.991,163,5.435,6060358,32cd0cff1d10c513da0a9458a77df2ff122a2a1e532dfdec0a2796ec0b672be8,raw_take_20260725,2026_07_25_15_25_35_IMG_5978,classroom/S15_F07/2026_07_25_15_25_35_IMG_5978.mp4,,2026-07-25T15:25:35,P06,5,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c013,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c013.MOV,phone_4k,3840,2160,30,180,6,34294491,40b6d69727189e625267ad2e74c6f94c984a74bad2dff90b51197b8503e847ff,raw_take_20260725,2026_07_25_15_25_51_IMG_6325,classroom/S15_F07/2026_07_25_15_25_51_IMG_6325.MOV,,2026-07-25T15:25:51,P06,6,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c014,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c014.mp4,phone_1080p,1920,1080,29.991,163,5.435,6058661,fee6ed01b9fed3bbf927ef27e8565039f77ef7d650a8389200ddd254c3ee4ff4,raw_take_20260725,2026_07_25_15_25_51_IMG_5979,classroom/S15_F07/2026_07_25_15_25_51_IMG_5979.mp4,,2026-07-25T15:25:51,P06,6,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c015,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c015.MOV,phone_4k,3840,2160,30,170,5.667,32264957,ecd8a6f7f3ef7d21ddc983ce68744dec199b25bc7c29fd785688160af9e5c6b8,raw_take_20260725,2026_07_25_15_26_00_IMG_6326,classroom/S15_F07/2026_07_25_15_26_00_IMG_6326.MOV,,2026-07-25T15:26:00,P06,7,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c016,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c016.mp4,phone_1080p,1920,1080,29.991,165,5.502,6085904,2c5eb6585bd41edfd13a728ec2f8e1582dd0aa332fcbf2c0aeaf8c96d6a629c9,raw_take_20260725,2026_07_25_15_25_59_IMG_5980,classroom/S15_F07/2026_07_25_15_25_59_IMG_5980.mp4,,2026-07-25T15:25:59,P06,7,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c017,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c017.mp4,realsense_480p,640,480,15,87,5.8,668260,82ac239f44111f8e3eccb85b3eba968b28f36e31d15b3424aca06f6d0e255ec5,raw_take_20260725,20260725_145552,classroom/S15_F07/20260725_145552.mp4,,2026-07-25T14:55:52,P01,0,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c018,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c018.mp4,realsense_480p,640,480,15,107,7.133,807955,ae20da938c4a3c44a7916d879978d8e29797e981ecabf92226a1548b979dcd27,raw_take_20260725,20260725_145603,classroom/S15_F07/20260725_145603.mp4,,2026-07-25T14:56:03,P01,1,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c019,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c019.mp4,realsense_480p,640,480,15,87,5.8,642482,758463e9a740265abca89ec7c723c8927f372e75072d6c5d55ea2184e8c82ea9,raw_take_20260725,20260725_145622,classroom/S15_F07/20260725_145622.mp4,,2026-07-25T14:56:22,P01,2,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c020,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c020.MOV,phone_4k,3840,2160,30,180,6,34147667,22ac7ef01f6ae0e49a9efc846b7c5191117a108c53bc58bca410d476ee70fd42,raw_take_20260725,2026_07_25_14_56_03_IMG_6248,classroom/S15_F07/2026_07_25_14_56_03_IMG_6248.MOV,,2026-07-25T14:56:03,P01,8,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c021,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c021.mp4,phone_1080p,1920,1080,29.991,169,5.635,5383202,88639708f5f4c5a6caaff7c77e86fad49f01371e77070eb9891944ee761645eb,raw_take_20260725,2026_07_25_14_56_03_IMG_5903,classroom/S15_F07/2026_07_25_14_56_03_IMG_5903.mp4,,2026-07-25T14:56:03,P01,8,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c022,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c022.mp4,realsense_480p,640,480,15,84,5.6,609099,fbb23349ad4dd883fd16c1d6d9b70ab9f4642e5f80e6eaca84e07f23c07cc523,raw_take_20260725,20260725_145631,classroom/S15_F07/20260725_145631.mp4,,2026-07-25T14:56:31,P01,3,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c023,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c023.mp4,realsense_480p,640,480,15,86,5.733,695691,487d7bd339e27e95716dfcb2d71c9270270247c912b3f256c5dcb0c5e06c62ad,raw_take_20260725,20260725_150628,classroom/S15_F07/20260725_150628.mp4,,2026-07-25T15:06:28,P02,4,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c024,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c024.mp4,realsense_480p,640,480,15,92,6.133,761491,6264995fb44e76f7ccca3b5fb4400cbd1ccbd03ac63cf889c5ecee1d1a0efbfd,raw_take_20260725,20260725_150638,classroom/S15_F07/20260725_150638.mp4,,2026-07-25T15:06:38,P02,5,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c025,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c025.mp4,realsense_480p,640,480,15,100,6.667,768557,9a9617a35f584052521b2ab559e7f768db198d13b27a457d43bbf36d72d81943,raw_take_20260725,20260725_150704,classroom/S15_F07/20260725_150704.mp4,,2026-07-25T15:07:04,P02,6,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c026,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c026.mp4,realsense_480p,640,480,15,90,6,723700,5fb25395bd93744d50c0c773182bb02d91872ca55a75306e1f9207035820ac70,raw_take_20260725,20260725_150713,classroom/S15_F07/20260725_150713.mp4,,2026-07-25T15:07:13,P02,7,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c027,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c027.mp4,realsense_480p,640,480,15,90,6,705379,1fff26876ef9ff0b60203d1a5bba42987732bd2f730713a895403e6585a5a11a,raw_take_20260725,20260725_151841,classroom/S15_F07/20260725_151841.mp4,,2026-07-25T15:18:41,P04,8,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c028,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c028.mp4,realsense_480p,640,480,15,92,6.133,711318,eed755072bc4adc60a358c1c04c64c70533e667751f20bf07a9089d56fb6e4bc,raw_take_20260725,20260725_151856,classroom/S15_F07/20260725_151856.mp4,,2026-07-25T15:18:56,P04,9,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c029,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c029.mp4,realsense_480p,640,480,15,90,6,720923,35318f0151f0952d3275f878a3ad382a908791faf5b9ffdbf4c6951f1c11214d,raw_take_20260725,20260725_151911,classroom/S15_F07/20260725_151911.mp4,,2026-07-25T15:19:11,P04,10,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c030,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c030.mp4,realsense_480p,640,480,15,93,6.2,711120,36b5d3226fe6387a3e701e8a2c9710826cbea30d687fdb7dc0526e0d9041fe65,raw_take_20260725,20260725_151920,classroom/S15_F07/20260725_151920.mp4,,2026-07-25T15:19:20,P04,11,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
S15_F07_c031,classroom,S15_F07,15,F07,A08,train,classroom/S15_F07/S15_F07_c031.mp4,realsense_480p,640,480,15,85,5.667,675864,e317574d0c1af348eee586e91a662cbd69c6e1e8254ebb4f6f14ba3c3e8fa1b7,raw_take_20260725,20260725_152526,classroom/S15_F07/20260725_152526.mp4,,2026-07-25T15:25:26,P06,12,angry,thumbs down,sit,,Anger,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,"Student crumples a worksheet and gives thumbs down with angry face, seated."
