clip_id,v3_row,context,scenario_dir,intent,action,split_design,person_id,filepath,view,width,height,fps,n_frames,duration_s,sha256,recorded_at
S06_F03_c058,6,classroom,S06_F03,F03,A04,train,P01,classroom/S06_F03/S06_F03_c058.mp4,realsense_480p,640,480,15.0,84,5.6,041d9937f90163396a3bba56b25a2feb3d8b90f07a58bccd72eb26de8fa3d120,
S06_F03_c059,6,classroom,S06_F03,F03,A04,train,P01,classroom/S06_F03/S06_F03_c059.mp4,realsense_480p,640,480,15.0,72,4.8,0e7309222e10f84d338ccd6f864a4489664ba721d4f67393360a0055be9a7d34,
S07_F04_c001,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c001.mp4,realsense_480p,640,480,15.0,74,4.933,8e47169f2cec492fd7c69d33e4958dd15df02de2bcf5094e36d1f04c22e6c57f,
S07_F04_c002,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c002.mp4,realsense_480p,640,480,15.0,83,5.533,62d43341e0a491c61ae54173e961b04d243eb7fa06b3bb6b51d4b62498bf5edb,
S07_F04_c003,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c003.mp4,realsense_480p,640,480,15.0,76,5.067,b8a3c3b73572a36423b2b5850cab94c6809a97f856f1b6b230516d276a98d155,
S07_F04_c004,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c004.mp4,realsense_480p,640,480,15.0,79,5.267,993658ea119d3f8c1de9db4c4dd519bb2f6d9e68fdb2c4c3ef1e3c65fec6ae31,
S07_F04_c005,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c005.mp4,realsense_480p,640,480,15.0,83,5.533,183ae8fa3969fe40be1c5ae7c185f214384968a75b19eaaf0604611247a4eff1,
S07_F04_c006,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c006.mp4,realsense_480p,640,480,15.0,91,6.067,08ddf59d6484fab28d7790863634f0eef670ed262bdf6ca01d55d11323edb744,
S07_F04_c007,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c007.mp4,realsense_480p,640,480,15.0,76,5.067,c9cac22e619a6df9c1b8eb5919d9a2f7f95d0574acf14a65159f708e7098c4e1,
S07_F04_c008,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c008.mp4,realsense_480p,640,480,15.0,100,6.667,dab9b2ec88d63c9b49306f0bb99e28933e6a539512c82ac7ee3e3d77d635a720,
S07_F04_c009,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c009.mp4,realsense_480p,640,480,15.0,86,5.733,52a7e3ff6f2b63c7ca899cbb5d6ed29858913d2449af25ddfb295332353d2517,
S07_F04_c010,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c010.mp4,realsense_480p,640,480,15.0,98,6.533,ae55bcd81eb9d87a89869627ee2b9e95f075346dce61fede215f3c10d8a8c66d,
S07_F04_c011,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c011.mp4,realsense_480p,640,480,15.0,94,6.267,c83b254d2c2da8a3d29f5b96e0c7c0c256884893826071163c3c6d0f53fd7a09,
S07_F04_c012,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c012.mp4,realsense_480p,640,480,15.0,69,4.6,00923d337fe11ceb5d4c510f3218d29a692467e4e94f69ee8e5bbb722b9a4006,
S07_F04_c013,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c013.mp4,realsense_480p,640,480,15.0,97,6.467,7eacf1d03f6fceb4a0e25274debe38d0d6d240215961afaf4d989cf0e1393a15,
S07_F04_c014,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c014.mp4,realsense_480p,640,480,15.0,94,6.267,6217d89d78f74b44b384773e704c7aea77fd348d3a31477ba6bb1008d5238f66,
S07_F04_c015,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c015.mp4,realsense_480p,640,480,15.0,74,4.933,846e14f0e251583b3584edb7a67211a8dc0d466aef6d2c426a31d55d8293d023,
S07_F04_c016,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c016.mp4,realsense_480p,640,480,15.0,77,5.133,e2f4548de1a28f11d9afb8060fc13d156a18e31c8406517ace3fd104f7b9aa35,
S07_F04_c017,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c017.mp4,realsense_480p,640,480,15.0,76,5.067,a5ad6436c386cbe85b9ec3f8142c1ba4d3a016e7b45a31a890bda0d060bd1e15,
S07_F04_c018,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c018.mp4,realsense_480p,640,480,15.0,78,5.2,8c913f96796c2ac0e93890a940d69d5bfef322c6287c74d6ee96a2b0227e1b23,
S07_F04_c019,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c019.mp4,realsense_480p,640,480,15.0,78,5.2,f6525ceb4a498b41445680e40bab47e6072ad612008484380d457893351c9295,
S07_F04_c020,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c020.mp4,realsense_480p,640,480,15.0,76,5.067,d98cc606b536c6864398e7e2a584b2e10150c4e1fb5a335bcf5a5895ae454683,
S07_F04_c021,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c021.mp4,realsense_480p,640,480,15.0,74,4.933,9ad85cf291414561a495d2f8bf505c59b7a9d7f3cff4a75f0d08bcb623f706fd,
S07_F04_c022,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c022.mp4,realsense_480p,640,480,15.0,74,4.933,9402d6706b93a3411a16f2020562bfe2299f5c6960f86bcfd20f641b401bb482,
S07_F04_c023,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c023.mp4,realsense_480p,640,480,15.0,68,4.533,7041d9b340b64c1cdb4b3eca24996187a6633daed682c062d0b1d5b8d55390b8,
S07_F04_c024,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c024.mp4,realsense_480p,640,480,15.0,90,6.0,45dc0b25980f0c1e14f17b4b65715c6d078b259b8b5a2864d19c0e16667620d2,
S07_F04_c025,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c025.mp4,realsense_480p,640,480,15.0,95,6.333,528a26f5363e769e4de0de447b3907a1a984b5798f3e14d7f61e5acdb0c70b2a,
S07_F04_c026,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c026.mp4,realsense_480p,640,480,15.0,86,5.733,4ac3c1d424dc9f51feebd6562f8e845e9ee3ac652e27b3803e94385782bf795a,
S07_F04_c027,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c027.mp4,realsense_480p,640,480,15.0,83,5.533,b8095ca29c61e945eac9dccc9b734805d7655bf6323e4bde8517b329ece390e3,
S07_F04_c028,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c028.mp4,realsense_480p,640,480,15.0,77,5.133,8d8f01a95d37db0aec04e5d0462b14eedac914f3170541a1f56f347c1f2decf6,
S07_F04_c029,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c029.mp4,realsense_480p,640,480,15.0,92,6.133,299e190bcede424f26848e03ac34c4bdba47008081a4f9b484f82b8d42370fcc,
S07_F04_c030,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c030.mp4,realsense_480p,640,480,15.0,85,5.667,f684170216fa5525ac25d81de9fc8257c579b6a5b4bec6248dcd0b1eae1b2635,
S07_F04_c031,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c031.mp4,realsense_480p,640,480,15.0,94,6.267,60a0d82343c522f3709a25c55afbd90325e3e5f87bac1b7a361634cf473a8474,
S07_F04_c032,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c032.mp4,realsense_480p,640,480,15.0,95,6.333,1899f6cdbff22faccf4613e2c6ae36233250535b50c37d5cea640a39a02046cb,
S07_F04_c033,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c033.mp4,realsense_480p,640,480,15.0,78,5.2,7c64e85cde2bb8f7527196b7600441c58dcf72479a129bd33f4b49061e272bb6,
S07_F04_c034,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c034.mp4,realsense_480p,640,480,15.0,61,4.067,005794b99cb608536909f8d626422fd8523a67e9ddab145b1571778f35723641,
S07_F04_c035,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c035.mp4,realsense_480p,640,480,15.0,107,7.133,b930f28fef486f1d56fd3efb8271baa511da74f9ddc203e7a0b1c6707effbbb7,
S07_F04_c036,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c036.mp4,realsense_480p,640,480,15.0,75,5.0,9dfe434343262ab2bc21a2a10dd0d8947e76c789dc9a0284019d55ef87c18179,
S07_F04_c037,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c037.mp4,realsense_480p,640,480,15.0,76,5.067,3b9f7e02c5738eea512c93c34a216ca9cbb44256e5ed68fb8b01ffc66965f1f6,
S07_F04_c038,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c038.mp4,realsense_480p,640,480,15.0,83,5.533,e74178fcb5a4a2ad76829345b5997bfa1a096df6c7d868347357483ed97e41ca,
S07_F04_c039,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c039.mp4,realsense_480p,640,480,15.0,75,5.0,0c306485a4883c534975a57f4f8f2da37678592bd6924d53fa6e7f712cca07e6,
S07_F04_c040,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c040.mp4,realsense_480p,640,480,15.0,75,5.0,419dc48e1839c04da84bb80b45e717bb7dac2efdc92f43318933b461510acc08,
S07_F04_c041,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c041.mp4,realsense_480p,640,480,15.0,78,5.2,27fdf58c258b868032a5a53d01ceb1beb6cdb05428bfac8056914ee8f35f682a,
S07_F04_c042,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c042.mp4,realsense_480p,640,480,15.0,91,6.067,fd22c903f3b07d266f9a5bc9e45d077732d0ef943d02adfe0a2ddf39ccbfccdd,
S07_F04_c043,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c043.mp4,realsense_480p,640,480,15.0,92,6.133,9643d9489ff7e9c9401f9030b86475a4d0af9e9fab6fa6dcc9b849a8493f4908,
S07_F04_c044,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c044.mp4,realsense_480p,640,480,15.0,104,6.933,dc01fc99e45681f466e0d194d7b8a0ad6422adcd547942e587bd95a0384523ea,
S07_F04_c045,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c045.mp4,realsense_480p,640,480,15.0,72,4.8,cb3e28700e5851b417c130709b014a44ee4073c5da6d02ac9bbea3804544aa88,
S07_F04_c046,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c046.mp4,realsense_480p,640,480,15.0,136,9.067,32302d72e5c05a5c3813dad24cc25c79310dbc5bad18d19b48455af6eaaefa4f,
S07_F04_c047,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c047.mp4,realsense_480p,640,480,15.0,118,7.867,af6fff2480dbbc6c6541cd57cfbe39b9caedede34e8b9b43fb92b1e25bec7761,
S07_F04_c048,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c048.mp4,realsense_480p,640,480,15.0,90,6.0,18035523dac6d650d72fad481031e1acc99d8523965cde6046ff0c8187afd97f,
S07_F04_c049,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c049.mp4,realsense_480p,640,480,15.0,124,8.267,a5d2538b4b624c1d672416831254d8aff02f5f97d06dde68dba0fdcaa124cb2f,
S07_F04_c050,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c050.mp4,realsense_480p,640,480,15.0,89,5.933,ae20aa7b4b0d18228eed842dae432bc9a6110a70046d3d831d152fa3f613b5cd,
S07_F04_c051,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c051.mp4,realsense_480p,640,480,15.0,108,7.2,6352b7e46aa33d4971426bdb7f0fdf143c9b6a447ed33197210561ed023d7eb5,
S07_F04_c052,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c052.mp4,realsense_480p,640,480,15.0,66,4.4,2f74e606c86ea02297629fa3e87284c427965324f0724f5ac3ef8a71bd9a3770,
S07_F04_c053,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c053.mp4,realsense_480p,640,480,15.0,78,5.2,b09ba8b452ce456a632aad8ccd67ea5c07b072eb4d4b875dd2532adf452b0eb8,
S07_F04_c054,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c054.mp4,realsense_480p,640,480,15.0,99,6.6,50a3ce3f6646a1e878d344383242be8ace735fcdec35762c9e216ce338f7dcca,
S07_F04_c055,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c055.mp4,realsense_480p,640,480,15.0,103,6.867,5f31557bdc2e4fab1e6a0274e49b06c566e79a10349e4463b4fbe25cb45f3ef0,
S07_F04_c056,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c056.mp4,realsense_480p,640,480,15.0,73,4.867,30a27fc2e2aa55559bb7c5e6564ba8cdf9b820adae76210a2a51165c73668837,
S07_F04_c057,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c057.mp4,realsense_480p,640,480,15.0,121,8.067,1050f59af7d8360da09524dd267ac2ce223f12daa8b31efafd441788bf5b2981,
S07_F04_c058,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c058.mp4,realsense_480p,640,480,15.0,84,5.6,b89e4ffc40c6a7984d9d995619e0b39ac5ad9b930a1ab807da1dfb74cf4bf6f4,
S07_F04_c059,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c059.mp4,realsense_480p,640,480,15.0,85,5.667,f62c4c688d94b08960d8ada376e11fe698213d68d30536d138226457380beb4c,
S07_F04_c060,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c060.mp4,realsense_480p,640,480,15.0,89,5.933,ed875a9634111940221a40fef7f3efe6b3af9cd71e5159055bd61de4df0de61e,
S07_F04_c061,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c061.mp4,realsense_480p,640,480,15.0,96,6.4,8e938d66ed13cbd6d72f72bdeaa0c3edaad17b1caf9ffea8ac10ff749b5bfe21,
S07_F04_c062,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c062.mp4,realsense_480p,640,480,15.0,90,6.0,49a35fc9d89f2babdf10b5a571a109cf750c6d7daa7e67a9ce66a0bae3e17150,
S07_F04_c063,7,classroom,S07_F04,F04,A05,train,P01,classroom/S07_F04/S07_F04_c063.mp4,realsense_480p,640,480,15.0,99,6.6,a6da31f6bd896acef559e45cc894ae57eaede9bf97b13e675f43f99c0269c110,
S07_F04_c064,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c064.mp4,realsense_480p,640,480,15.0,86,5.733,62e456a2d6baf3d85273a3199294452a665b6383240cd66ee21c1cc6b22b7817,
S07_F04_c065,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c065.mp4,realsense_480p,640,480,15.0,103,6.867,e3b89977ac74777af3ae7cbb5a6905fe0b5fd7b00ace5884428f2800f9663e71,
S07_F04_c066,7,classroom,S07_F04,F04,A05,train,P06,classroom/S07_F04/S07_F04_c066.mp4,realsense_480p,640,480,15.0,72,4.8,8f029b6e491a8cf9fa13b03ca00c9043070eb36885a81645f1abddbb400edfc2,
S07_F04_c067,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c067.mp4,realsense_480p,640,480,15.0,81,5.4,86011040cbf075c19b5aff0972eae843c3e9dec9b7f9c7de2c57851492e83865,
S07_F04_c068,7,classroom,S07_F04,F04,A05,train,P02,classroom/S07_F04/S07_F04_c068.mp4,realsense_480p,640,480,15.0,81,5.4,d7af9c256f6cc3ac08dc4c1245ec140dea0313e7202ce58d49fdd970b9cdbf26,
S07_F04_c069,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c069.mp4,realsense_480p,640,480,15.0,81,5.4,8f84637c87341c35702a67220e03fa84e0a1c489d3071e783691d2d82f5a7b79,
S07_F04_c070,7,classroom,S07_F04,F04,A05,train,P04,classroom/S07_F04/S07_F04_c070.mp4,realsense_480p,640,480,15.0,76,5.067,f8af1480b88a4d878a57ac1ce4004640e7c45388d18b04e3653dfd4466f3947b,
S08_F04_c001,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c001.mp4,realsense_480p,640,480,15.0,87,5.8,c3161480817974fe70f49b5ff9e1101d52eb401e5f33f53cf9abccd2bf690d20,
S08_F04_c002,8,classroom,S08_F04,F04,A05,train,P02,classroom/S08_F04/S08_F04_c002.mp4,realsense_480p,640,480,15.0,86,5.733,43998c9943bdf106ba7f1ee6b2eb2c1b5bb9f4f266246fd4832bd58d23f04ab7,
S08_F04_c003,8,classroom,S08_F04,F04,A05,train,P02,classroom/S08_F04/S08_F04_c003.mp4,realsense_480p,640,480,15.0,89,5.933,86da4dda63ceb06c8f9b8e8d6fcec0771386b20d92c92b6d8c19dffd497a7e13,
S08_F04_c004,8,classroom,S08_F04,F04,A05,train,P02,classroom/S08_F04/S08_F04_c004.mp4,realsense_480p,640,480,15.0,88,5.867,62b22ac92f2418eb0a70b55ef89838ef03799ec90cc60666bfc36199687a7cd8,
S08_F04_c005,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c005.mp4,realsense_480p,640,480,15.0,86,5.733,781c97684838311591f119bfdb54e5afbecf3183bbcc4627fcbc92a695e29a6e,
S08_F04_c006,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c006.mp4,realsense_480p,640,480,15.0,80,5.333,1b315a428381c90f7d7c8e720a205f00d039d56d2638b2685c4e7d82544ae5a6,
S08_F04_c007,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c007.mp4,realsense_480p,640,480,15.0,80,5.333,456758c8ce9e44768c08f0e2e2e2346a5e2150de342c547eba5b5adabc9141be,
S08_F04_c008,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c008.mp4,realsense_480p,640,480,15.0,78,5.2,9ac1061631a8fbb7ccd51a6439d63e69a87b22337ae350a85e3dd8339db56038,
S08_F04_c009,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c009.mp4,realsense_480p,640,480,15.0,75,5.0,76cacdf9766c07e609df5a1c939de53694bc960e1bd16d66ebfb0ebe6ce6836b,
S08_F04_c010,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c010.mp4,realsense_480p,640,480,15.0,75,5.0,e39d83e16a3ed9368701b1fa928e78b87be8e7af85f4aa64b0a706fbe2ec3e54,
S08_F04_c011,8,classroom,S08_F04,F04,A05,train,P02,classroom/S08_F04/S08_F04_c011.mp4,realsense_480p,640,480,15.0,82,5.467,53843d12e433e4632363ef0f19cbc19ff4e3530421208b1e7d687a5ae7c294d8,
S08_F04_c012,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c012.mp4,realsense_480p,640,480,15.0,93,6.2,c2fb00981027c11f9a5e7e937be6b8641f4d112103f2f2a39b4cf38c0dff3dda,
S08_F04_c013,8,classroom,S08_F04,F04,A05,train,P02,classroom/S08_F04/S08_F04_c013.mp4,realsense_480p,640,480,15.0,90,6.0,1b28e4407c90a989f5d645f2928685e76366594711acf0cc71b2f6cfbf9834fc,
S08_F04_c014,8,classroom,S08_F04,F04,A05,train,P02,classroom/S08_F04/S08_F04_c014.mp4,realsense_480p,640,480,15.0,93,6.2,041e5c8541b1440f61e9b245b8e6fa3b1c845a79ae6ffa79b3a73f31be299b29,
S08_F04_c015,8,classroom,S08_F04,F04,A05,train,P02,classroom/S08_F04/S08_F04_c015.mp4,realsense_480p,640,480,15.0,110,7.333,375e3648eb7f4d5373232dac486474d63da62e0bf7ffde770585a9f3246b00a5,
S08_F04_c016,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c016.mp4,realsense_480p,640,480,15.0,77,5.133,a0c87c1a25d1fc76e519d453a501b681c9d56e12623e6ed89c42f396e5fa6f75,
S08_F04_c017,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c017.mp4,realsense_480p,640,480,15.0,76,5.067,ca067b02e219ff040c8b6a1e43aa62860fb248e2e0294caa6f6fcbf7a471fde4,
S08_F04_c018,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c018.mp4,realsense_480p,640,480,15.0,80,5.333,3160b7a7eae46910e89ddbd9ed6f16c1a17129af82ed206a7115e6f4dca56009,
S08_F04_c019,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c019.mp4,realsense_480p,640,480,15.0,81,5.4,dadfe1844660e73584cdccd9891a125a9902fe7e8ad3534f2dad17217a4a479d,
S08_F04_c020,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c020.mp4,realsense_480p,640,480,15.0,78,5.2,dc1a9999c744e94535dcff42a2ed03e54f00c3ee4f76d99a6f5caa0b38723850,
S08_F04_c021,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c021.mp4,realsense_480p,640,480,15.0,82,5.467,706c16a75851c69be8e500ff72dd900a6f18226441d5276a6935fd9cf2ba5ee5,
S08_F04_c022,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c022.mp4,realsense_480p,640,480,15.0,80,5.333,6b307d6023822f9f5ba2c4e0722ab510fe4536da6cce8b3254edd0115e880c5b,
S08_F04_c023,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c023.mp4,realsense_480p,640,480,15.0,71,4.733,f815711cbff55100e877a85283c1600bafa22d75f72244b9b7802ce5ed810c4d,
S08_F04_c024,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c024.mp4,realsense_480p,640,480,15.0,76,5.067,2322cc7c9765e02538a5924bd219d23d8aa173f0903bfc02bc2dce5dc7c75040,
S08_F04_c025,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c025.mp4,realsense_480p,640,480,15.0,86,5.733,11b00496a1f61794e65c0b3bbecc416413b7ae06b6b70a10c8a30978c1e06222,
S08_F04_c026,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c026.mp4,realsense_480p,640,480,15.0,81,5.4,ab88fcec301087dbbe8db0a6c7249ae36a558319f3254f7c93d6b8061aa91ea3,
S08_F04_c027,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c027.mp4,realsense_480p,640,480,15.0,90,6.0,539ba4392f934a76b2f586997ab8dc0cb34e48c476b1ce16a05300c85c9801ed,
S08_F04_c028,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c028.mp4,realsense_480p,640,480,15.0,82,5.467,2e4dc20f9e03386fb6796517a19825d7c814fdd707e96a3d6f256df8655405fd,
S08_F04_c029,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c029.mp4,realsense_480p,640,480,15.0,78,5.2,5a32c05880f40bdc9450d4e36860a308dccfba721dbb0d58ccdd76da5cb4952e,
S08_F04_c030,8,classroom,S08_F04,F04,A05,train,P02,classroom/S08_F04/S08_F04_c030.mp4,realsense_480p,640,480,15.0,92,6.133,e49198eb39582586719fb63da6641e3d4cd3c252641521caf9c7631905938aa3,
S08_F04_c031,8,classroom,S08_F04,F04,A05,train,P02,classroom/S08_F04/S08_F04_c031.mp4,realsense_480p,640,480,15.0,95,6.333,0a203e96c8893f90e90f5f6bf6e62a335da0e5bcf995d874fce981a73bc205ec,
S08_F04_c032,8,classroom,S08_F04,F04,A05,train,P02,classroom/S08_F04/S08_F04_c032.mp4,realsense_480p,640,480,15.0,105,7.0,fe158455e2ef6ea9c82d43410b6714d8522f07e2d5e2a23b8da419c4ca625dea,
S08_F04_c033,8,classroom,S08_F04,F04,A05,train,P02,classroom/S08_F04/S08_F04_c033.mp4,realsense_480p,640,480,15.0,88,5.867,f9a542a1cbf33e5f5d6e72eb547654efcb00b9f455773c8b7f366a46c751d173,
S08_F04_c034,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c034.mp4,realsense_480p,640,480,15.0,78,5.2,b6d218a6225b27ccb89828ef41b5aa4916b1f03aa3fb190720050a5367f2ba24,
S08_F04_c035,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c035.mp4,realsense_480p,640,480,15.0,85,5.667,28ab329419050164817faa1782f5263809a5c2152eb211815e50eaaf5ba94642,
S08_F04_c036,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c036.mp4,realsense_480p,640,480,15.0,97,6.467,51a9f6238027fa5ab16149de043271b2d4c8ab0663dd032816507081226dbd33,
S08_F04_c037,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c037.mp4,realsense_480p,640,480,15.0,80,5.333,2ec4b3b484808d116f266a6b8365c1ff6eac111c7e4ef6c5916f0aa4f675b3aa,
S08_F04_c038,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c038.mp4,realsense_480p,640,480,15.0,64,4.267,acc4f6d284436da79b5a5331fc67e13eb93965d71197b7b6c5a529aa631bae1a,
S08_F04_c039,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c039.mp4,realsense_480p,640,480,15.0,76,5.067,d02f99d85065cab0dfbe3b2f6dc2f5064497f233714624fabb075b0aed636ea4,
S08_F04_c040,8,classroom,S08_F04,F04,A05,train,P01,classroom/S08_F04/S08_F04_c040.mp4,realsense_480p,640,480,15.0,76,5.067,361ed7445764c170a6a18e5af8e60d589850aacaad8944f228cef5aa8e8192b2,
S08_F04_c041,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c041.mp4,realsense_480p,640,480,15.0,82,5.467,a89797f23b3d0878101e20545860a009bcc9df96d82a58cb6f38175e9abdda2d,
S08_F04_c042,8,classroom,S08_F04,F04,A05,train,P06,classroom/S08_F04/S08_F04_c042.mp4,realsense_480p,640,480,15.0,79,5.267,635d6e86ecc4834a851d2fb9b4633ce6f64751fbfce0582d3d16a0605e7c33be,
S08_F04_c043,8,classroom,S08_F04,F04,A05,train,P02,classroom/S08_F04/S08_F04_c043.mp4,realsense_480p,640,480,15.0,89,5.933,7d48be3c578b566f787e448483f75aebd45e51bc6fe42f755282b9959e80868b,
